Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
"Developmental Center/State
Hospital",19.0,18.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Family Home, Adults",70.0,69.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Foster Home, Children",,0.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Hospice,,,,40.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
ICF Facility,579.0,571.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Independent Living or
Supported Living",2074.0,1942.0,132.0,6.4,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Out-of-state,,,,50.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Other,33.0,24.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Home of Parent or Guardian,8084.0,5967.0,2120.0,26.2,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Psychiatric Treatment Facility,,,,10.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Rehabilitation Center,,,,66.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Skilled Nursing Facility (SNF),142.0,98.0,44.0,31.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Sub-Acute,,,,40.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Transient/Homeless,79.0,54.0,25.0,31.6,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,13168.0,10801.0,2339.0,335.9,0.0,0.0,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,13218.0,10843.0,2381.0,18.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Autism,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"19,075","11,453","7,793",40.9%
"Intellectual
Disability",,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"19,086","13,966","5,166",27.1%
Cerebral Palsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"3,421","2,726",696,20.3%
Epilepsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"3,269","2,658",613,18.8%
Category 5,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"1,617","1,333",284,17.6%
Other,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,All Ages,"9,584","8,586","1,051",11.0%
Autism,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",724,708,28,3.9%
"Intellectual
Disability",,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",396,383,15,3.8%
Cerebral Palsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",14,,,28.6%
Epilepsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",11,,,18.2%
Category 5,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",0,0,0,0
Other,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive","8,041","7,357",731,9.1%
Autism,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive","15,499","8,551","7,104",45.8%
"Intellectual
Disability",,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive","8,261","4,854","3,447",41.7%
Cerebral Palsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",967,606,361,37.3%
Epilepsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",798,512,287,36.0%
Category 5,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",298,197,101,33.9%
Other,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive","1,447","1,185",268,18.5%
Autism,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,"2,852","2,194",661,23.2%
"Intellectual
Disability",,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,"10,429","8,729","1,704",16.3%
Cerebral Palsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,"2,440","2,110",331,13.6%
Epilepsy,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,"2,460","2,137",324,13.2%
Category 5,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,"1,319","1,136",183,13.9%
Other,,,,,,,San Diego,NoSharexDxLeg,Diagnosis - Legislative: Consumers with No Purchase of Services ,For age 22 years and older,96,44,52,54.2%
Autism,19075.0,11453.0,7793.0,40.9,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Category 5,570.0,453.0,117.0,20.5,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Cerebral Palsy,838.0,633.0,205.0,24.5,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Epilepsy,274.0,212.0,63.0,23.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
"Intellectual
Disability",12703.0,9673.0,3035.0,23.9,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Other,9584.0,8586.0,1051.0,11.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,43044.0,31010.0,12264.0,143.8,0.0,0.0,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Totals,43044.0,31010.0,12264.0,28.5,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,All Ages,,,,
Autism,724.0,708.0,28.0,3.9,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Category 5,0.0,0.0,0.0,0.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Cerebral Palsy,,,0.0,0.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Epilepsy,,,0.0,0.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Intellectual
Disability",79.0,69.0,11.0,13.9,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Other,8041.0,7357.0,731.0,9.1,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,8844.0,8134.0,770.0,26.9,0.0,0.0,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,8847.0,8137.0,770.0,8.7,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Autism,15499.0,8551.0,7104.0,45.8,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Category 5,89.0,56.0,33.0,37.1,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Cerebral Palsy,262.0,149.0,113.0,43.1,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Epilepsy,50.0,29.0,22.0,44.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Intellectual
Disability",3632.0,2060.0,1573.0,43.3,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Other,1447.0,1185.0,268.0,18.5,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,20979.0,12030.0,9113.0,231.8,0.0,0.0,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,20979.0,12030.0,9113.0,43.4,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Autism,2852.0,2194.0,661.0,23.2,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Category 5,481.0,397.0,84.0,17.5,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Cerebral Palsy,574.0,482.0,92.0,16.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Epilepsy,223.0,182.0,41.0,18.4,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Intellectual
Disability",8992.0,7544.0,1451.0,16.1,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Other,96.0,44.0,52.0,54.2,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,13218.0,10843.0,2381.0,145.39999999999998,0.0,0.0,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,13218.0,10843.0,2381.0,18.0,,,San Diego,NoSharexDx-Sum,Diagnosis - Summary: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Autism,12356.0,6935.0,5551.0,44.9,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,199.0,139.0,60.0,30.2,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,47.0,30.0,17.0,36.2,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,,0.0,,1.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",,,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy,84.0,53.0,31.0,36.9,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy & Category 5,,,,33.3,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability,6006.0,3983.0,2063.0,34.3,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Category 5",,31.0,,13.9,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability & Cerebral
Palsy",64.0,52.0,12.0,18.8,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability & Cerebral
Palsy & Category 5",0.0,0.0,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability & Cerebral
Palsy & Epilepsy",,23.0,,20.7,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability & Cerebral
Palsy & Epilepsy & Category 5",0.0,0.0,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability & Epilepsy,243.0,199.0,45.0,18.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability & Epilepsy
& Category 5",,,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Category 5,570.0,453.0,117.0,20.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy,602.0,440.0,162.0,26.9,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Category 5,,46.0,,14.8,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy,164.0,132.0,32.0,19.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy & Category 5,,15.0,,16.7,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy,214.0,162.0,53.0,24.8,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy & Category 5,,50.0,,16.7,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability,8475.0,6192.0,2287.0,27.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Category 5,496.0,434.0,62.0,12.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,1246.0,996.0,251.0,20.1,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy &
Category 5",,35.0,,12.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy &
Epilepsy",1110.0,917.0,193.0,17.4,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy &
Epilepsy & Category 5",,39.0,,11.4,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Epilepsy,1201.0,977.0,224.0,18.7,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",,83.0,,8.8,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
No Diagnosis,9584.0,8586.0,1051.0,11.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,42661.0,31002.0,12211.0,568.0,0.0,0.0,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,43044.0,31010.0,12264.0,28.5,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism,407.0,394.0,24.0,5.9,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,0.0,0.0,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,0.0,0.0,0.0,0.0,,,San Diego,NoSharexDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
